filename,word_count,long_video,deep_review_priority,novelty_score,coverage_score,rules_hit,rules_list
+$40k day trading in a 1961 Volkswagen Bus! Recap by Ross Cameron.txt,1831,True,True,0.9762,0.0238,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
A 90% Dump in 4 hours….txt,5244,True,True,0.9762,0.0238,20,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-005_vwap|STOP-001_macd_hands_off|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Day Trading Watch List for MONDAY & Game Plan for APRIL.txt,7359,True,True,0.9762,0.0238,20,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
GAME PLAN for Monday.txt,7246,True,True,0.9762,0.0238,23,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market
Momentum is BACK with a 215% Short Squeeze!.txt,3701,True,True,0.9762,0.0238,13,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-008_sector_theme|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-006_halt_offering|MKTCOND-005_seasonal|TIMING-001_premarket_watch
NVIDIA + Biotech Breaking News Headline Sends Stock +245%.txt,4055,True,True,0.9762,0.0238,21,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-008_sector_theme|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-006_halt_offering|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
The problem with TOO MANY stocks….txt,3166,True,True,0.9762,0.0238,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-008_sector_theme|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
[LIVE] Live Day Trading Morning Show with Ross Cameron #stocks #daytrading [yd1btlV69uM].txt,1721,True,True,0.9762,0.0238,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-002_opening_range
[LIVE] Live Day Trading Morning Show with Ross Cameron [USBVc8yQyaQ].txt,2933,True,True,0.9762,0.0238,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-007_position_stop|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
+$29k on (NYSE ANVS) Recap by Ross Cameron.txt,2075,True,True,0.9761,0.0239,9,SCRN-001_news_catalyst|SCRN-003_float|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-002_fcnh|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch
Day Trading Breaking News on a BIOTECH Stock.txt,2848,True,True,0.9761,0.0239,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-007_position_stop|PROF-003_daily_goals|PROF-006_start_small|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch
December Begins with a 600% SHORT SQUEEZE.txt,3621,True,True,0.9761,0.0239,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-008_sector_theme|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range
How This Stock Went Up Over 400% in 1 Day & What It Means FOR YOU.txt,5823,True,True,0.9761,0.0239,18,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length
I Only Traded 3 Stocks Today!.txt,2523,True,True,0.9761,0.0239,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-006_reverse_splits|ENTR-001_macd_gate|ENTR-004_micro_pullback|ENTR-005_vwap|PROF-003_daily_goals|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
THREE (3) Penny Stocks Up 100%+.txt,4768,True,True,0.9761,0.0239,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-009_topping_tails|STOP-006_halt_offering|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-002_opening_range|TIMING-006_power_hour
[LIVE] $HKD to $966.02 - Day Trading Morning Show #stocks #daytrading.txt,2518,True,True,0.9761,0.0239,12,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-009_topping_tails|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-006_power_hour
[LIVE] $MEGL Dead Cat Bounce Pattern Day Trading on the Traveling Trading Station.txt,4382,True,True,0.9761,0.0239,20,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-006_bull_flag|ENTR-009_topping_tails|PROF-001_dont_cap_green|PROF-002_scale_out|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
$CYN +15% Day Trading Recap by Ross Cameron.txt,3414,True,True,0.976,0.024,16,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-006_bull_flag|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-004_no_trade_days
100% Accuracy Trading the Leading % Gainers.txt,5876,True,True,0.976,0.024,26,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-008_sector_theme|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-005_vwap|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-006_start_small|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
Day Trading the AI Momentum #daytrade.txt,1951,True,True,0.976,0.024,8,SCRN-003_float|SCRN-010_front_back_side|ENTR-009_topping_tails|STOP-006_halt_offering|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
The ONE Obvious Stock Today.txt,2741,True,True,0.976,0.024,10,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-005_vwap|STOP-007_position_stop|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-002_opening_range
[LIVE] Martha's Vineyard Day 2 Day Trading Morning Show with Ross Cameron #stocks #daytrading.txt,2698,True,True,0.976,0.024,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length
Biotech with Breaking News Squeezes +300% in 15minutes! [TljZgneCPV4].txt,4993,True,True,0.9759,0.0241,21,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-008_double_bottom|STOP-001_macd_hands_off|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-004_no_trade_days|TIMING-006_power_hour
Biotech with Breaking News Squeezes +300% in 15minutes!.txt,4993,True,True,0.9759,0.0241,21,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-008_double_bottom|STOP-001_macd_hands_off|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-004_no_trade_days|TIMING-006_power_hour
INBS +280% Gapper.txt,2506,True,True,0.9759,0.0241,13,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-005_seasonal|TIMING-002_opening_range
Level 2 for Day Trading (+$65k in 2hrs After Spotting Hidden Buyers).txt,10579,True,True,0.9759,0.0241,25,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-008_sector_theme|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-007_order_spoofing|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-004_no_trade_days|TIMING-005_session_length
Red on $MACK and $KALA - LIVE Day Trading Morning Show with Ross Cameron.txt,4268,True,True,0.9759,0.0241,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-008_sector_theme|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range
$SPRO +150%.txt,1386,False,False,0.9758,0.0242,8,SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-008_double_bottom|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
"+$10,790.64 Trading off the High of Day Momentum Scanner.txt",2388,True,True,0.9758,0.0242,9,SCRN-001_news_catalyst|SCRN-003_float|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|PROF-003_daily_goals|TIMING-002_opening_range
+$10k on (NASDAQ VERU) & (NYSE RHE) Recap by Ross Cameron.txt,1857,True,True,0.9758,0.0242,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
+$60k Riding the Momentum on (NASDAQ EFTR) Recap by Ross Cameron.txt,3457,True,True,0.9758,0.0242,14,SCRN-001_news_catalyst|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-001_dont_cap_green|TIMING-002_opening_range|TIMING-003_midday_dead
Biggest Winner on a Penny Stock +145%.txt,2425,True,True,0.9758,0.0242,15,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-007_foreign_stocks|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-005_vwap|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|PROF-003_daily_goals|PROF-005_cold_market|PROF-006_start_small|TIMING-001_premarket_watch|TIMING-002_opening_range
+$12k in Trading Profits in LESS than 30min (Most Obvious Trade Today).txt,2401,True,True,0.9757,0.0243,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-001_macd_hands_off|PROF-003_daily_goals|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-004_no_trade_days
Big WIn! Ross' Trade Recap.txt,3232,True,True,0.9757,0.0243,14,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
Day Trading WATCH LIST for Monday! [yc6g95agRZQ].txt,2859,True,True,0.9757,0.0243,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-006_bull_flag|STOP-006_halt_offering|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-006_power_hour
Game Plan for Day Trading this week! [DL6uv_59k8I].txt,7362,True,True,0.9757,0.0243,23,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-005_fifty_pct_retrace|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-004_no_trade_days|TIMING-006_power_hour
Trash Panda Strikes Again Ross' Trade Recap.txt,3477,True,True,0.9757,0.0243,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-001_dont_cap_green|PROF-002_scale_out|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
[LIVE] $JAN +46% Day Trading Morning Show with Ross Cameron #stockmarket #stocks #daytrading.txt,2440,True,True,0.9757,0.0243,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-010_front_back_side|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range
+$11k on (NASDAQ PRPO) & (NASDAQ TYHT) Recap by Ross Cameron.txt,2118,True,True,0.9756,0.0244,13,SCRN-003_float|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Big Green Day Ross's Trade Recap.txt,4597,True,True,0.9756,0.0244,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
Chasing the high on $DRUG +40%.txt,2403,True,True,0.9756,0.0244,12,SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-002_opening_range|TIMING-004_no_trade_days
[LIVE] DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron [rse9xVchfJQ].txt,4052,True,True,0.9756,0.0244,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-004_no_trade_days
"+$68,198.97 Day Trading this week!.txt",9027,True,True,0.9755,0.0245,27,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-007_order_spoofing|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Day Trading Watch List for MONDAY (Plus a Lesson on Stocks vs Patterns).txt,4687,True,True,0.9755,0.0245,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-008_sector_theme|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-006_bull_flag|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-002_scale_out|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-006_power_hour
$NBTX chop & $BAOS +44%.txt,2772,True,True,0.9754,0.0246,9,SCRN-003_float|SCRN-004_price_range|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-001_macd_hands_off|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range
207th Trading Day +$9K! Ross' Trade Recap.txt,4932,True,True,0.9754,0.0246,17,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-006_bull_flag|ENTR-008_double_bottom|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead
A Green Day and I Needed It! +$3K!.txt,2462,True,True,0.9754,0.0246,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
Day 55 $UONE Up 90% $153k Ross's Trade Recap.txt,5440,True,True,0.9754,0.0246,17,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-001_macd_hands_off|STOP-006_halt_offering|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-006_power_hour
